Flowable,CAS No,Formula,Synonyms,Unit,Class,Context,Flow UUID,Description
"Benzene, 3'-methyl-4-dimethylaminoazo-",000055-80-1,,"Benzene, 3'-methyl-4-dimethylaminoazo-",kg,Waterborne emissions,Waterborne emissions,A22E26B2-F86F-4669-84C7-24C19C2A7B0C,"Formula: C15H17N3Synonyms: N,N-dimethyl-4-[(3-methylphenyl)azo]benzenamine; N,N-Dimethyl-4-(meta-tolylazo)aniline"
"Benzene, 3-methoxy-4-aminoazo-",003544-23-8,,"Benzene, 3-methoxy-4-aminoazo-",kg,Waterborne emissions,Waterborne emissions,3230D4D7-B55E-4D32-8E08-C04D1FD2C165,Formula: C13H13N3O
"Benzene, 4-chloro-1-methyl-2-nitro-",000089-59-8,,"Benzene, 4-chloro-1-methyl-2-nitro-",kg,Waterborne emissions,Waterborne emissions,363BD83E-D483-4A45-845E-210EAA188858,
"Benzene, butyl-",,,"Benzene, butyl-",kg,Waterborne emissions,Waterborne emissions,A2EC33AE-40BC-446A-AB0B-A6798EF6E6A0,
"Benzene, dichloro-",025321-22-6,,"Benzene, dichloro-",kg,Waterborne emissions,Waterborne emissions,69A32B8A-8D58-4D4C-92D1-143D660227E7,Formula: C6H4Cl2 Synonyms: Dichlorobenzene; Dichlorobenzenes; Dichlorobenzene (mixed isomers); Cerumol
"Benzene, ethenylmethyl-",025013-15-4,,"Benzene, ethenylmethyl-",kg,Waterborne emissions,Waterborne emissions,09F93017-EE9C-4E65-B0C0-E3DB28ACEB85,
"Benzene, hexabromo-",000087-82-1,,"Benzene, hexabromo-",kg,Waterborne emissions,Waterborne emissions,506F3262-8932-4C56-B8C4-B3112A26404A,Formula: C6Br6
"Benzene, pentabromomethyl-",,,"Benzene, pentabromomethyl-",kg,Waterborne emissions,Waterborne emissions,1D4EC839-5587-4139-957E-FADA73CD9C45,
"Benzene, pentachloronitro-",000082-68-8,,"Benzene, pentachloronitro-",kg,Waterborne emissions,Waterborne emissions,B452E2B2-9E13-4C72-B1E7-177FAF76764A,"Formula: C6Cl5NO2Synonyms: Benzene, pentachloronitro-Avical; Avicol; Quintozine; saniclor 30; SA Terraclor; SA Terraclor 2E; Terrachlor; Terraclor; Terrafun; Tilcarex; Tri PCNB; tritisan; batrilex; Botrilex; brassicol; Earthcide; Eorthcicle; fartox; fomac 2; Fortox; fungiclor; gc 3944-3-4; Kobu; Kobutol; KP 2; Marison Forte; nitropentachlorobenzene; olpisan; PCNB; Pentachloronitrobenzene; Pentachloronitrobenzene ; Pentagen; Pkhnb; quintobenzene; quintocene; quintozen; "
"Benzene, pentamethyl-",000700-12-9,,"Benzene, pentamethyl-",kg,Waterborne emissions,Waterborne emissions,D6F7B687-DCF6-491F-9EFB-3371E1D00A01,Formula: C11H16
"Benzene, trinitro-",000099-35-4,,"Benzene, trinitro-",kg,Waterborne emissions,Waterborne emissions,D2F44403-E728-4804-B934-473047457BCE,"Formula: C6H3N3O6Synonyms: 1,3,5-trinitrobenzene; benzite; sym-Trinitrobenzene; Trinitrobenzol"
"Benzeneacetic acid, ,alpha,-ethyl-",000090-27-7,,"Benzeneacetic acid, ,alpha,-ethyl-",kg,Waterborne emissions,Waterborne emissions,4AAE2EFE-3D69-4E44-B0CA-B6CC151D5B63,
"Benzenediamine, 2-nitro-1,4-",005307-14-2,,"Benzenediamine, 2-nitro-1,4-",kg,Waterborne emissions,Waterborne emissions,579F07B0-BD3E-4897-B46C-CFA10C98C4A6,"Formula: C6H7N3O2Synonyms: 1,4-Diamino-2-nitrobenzene; 2-n-p-pda; 2-NDB; 2-nitro-1,4-diaminobenzene; 2-nitro-1,4-phenylenediamine; o-Nitro-p-phenylenediamine; 2-NPPD; 4-Amino-2-nitroaniline; C.I. 76070; C.I. oxidation base 22; durafur brown; durafur brown 2R; Dye gs; fouramine 2R; fourrine 36; fourrine brown 2R; nitro-p-phenylenediamine; oxidation base 22; ursol brown rr; zoba brown rr"
"Benzenediamine, 2,6-dichloro-1,4-",000609-20-1,,"Benzenediamine, 2,6-dichloro-1,4-",kg,Waterborne emissions,Waterborne emissions,975DF209-7C41-4B6D-8F04-9E9A9827D9A8,"Formula: C6H6Cl2N2Synonyms: 1,4-diamino-2,6-dichlorobenzene; 2,5-diamino-1,3-dichlorobenzene; 2,6-dichloro-1,4-phenylenediamine; 2,6-Dichloro-para-phenylenediamine; C.I. 37020; daito brown salt rr; fast brown rr salt"
"Benzenediamine, 4-chloro-1,3-",005131-60-2,,"Benzenediamine, 4-chloro-1,3-",kg,Waterborne emissions,Waterborne emissions,E75EA54D-DB93-4C18-9286-C8BF5986E20B,"Formula: C6H7ClN2Synonyms: 1-chloro-2,4-diaminobenzene; 4-chloro-1,3-diaminobenzene; 4-chloro-1,3-phenylenediamine; 4-Chloro-meta-phenylenediamine; 4-chlorophenyl-1,3-diamine; 4-chlorophenylenediamine; C.I. 76027"
"Benzenemethanamine, n-(1-methylethyl)-",000102-97-6,,"Benzenemethanamine, n-(1-methylethyl)-",kg,Waterborne emissions,Waterborne emissions,A52D0D57-23DC-47A4-8649-1E4A341EBC15,
"Benzenemethanamine, n-ethyl-",014321-27-8,,"Benzenemethanamine, n-ethyl-",kg,Waterborne emissions,Waterborne emissions,B8582E95-4978-4B76-88D6-D56DBF3FEBA1,
"Benzenemethanol, ,alpha,-ethynyl-,alpha,-methyl-",000127-66-2,,"Benzenemethanol, ,alpha,-ethynyl-,alpha,-methyl-",kg,Waterborne emissions,Waterborne emissions,AED7FD66-ADB0-4B88-A3EC-08A5C55F2E3E,
"Benzenemethanol, 2-chloro-",017849-38-6,,"Benzenemethanol, 2-chloro-",kg,Waterborne emissions,Waterborne emissions,56A6DFE6-F535-4A87-AD98-C8BF411A11FA,
"Benzenemethanol, 3-phenoxy-",013826-35-2,,"Benzenemethanol, 3-phenoxy-",kg,Waterborne emissions,Waterborne emissions,FFFA6E59-BB51-4FA6-9095-C5BBAA2A0643,
"Benzenemethanol, 4-(1-methylethyl)-",000536-60-7,,"Benzenemethanol, 4-(1-methylethyl)-",kg,Waterborne emissions,Waterborne emissions,E4CE037B-7392-4D6D-A062-358BB66D302D,
"Benzenemethanol, 4-bromo-",000873-75-6,,"Benzenemethanol, 4-bromo-",kg,Waterborne emissions,Waterborne emissions,3FA03140-8487-448C-8429-1E89E1E16AEB,
"Benzenemethanol, 4-fluoro-",000459-56-3,,"Benzenemethanol, 4-fluoro-",kg,Waterborne emissions,Waterborne emissions,F27F88A0-F380-4182-955F-DBD3584058CF,
"Benzenepropanamide, N,N -1,6-hexanediylbis[3,5-bis(1,1-dimethylethyl)-4-hydroxy-",023128-74-7,,"Benzenepropanamide, N,N -1,6-hexanediylbis[3,5-bis(1,1-dimethylethyl)-4-hydroxy-",kg,Waterborne emissions,Waterborne emissions,9C410C44-9643-4F38-B699-2126B7EFE3ED,CAS number: 023128-74-7Formula: C40H64N2O4
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 1,6-hexanediyl ester",035074-77-2,,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 1,6-hexanediyl ester",kg,Waterborne emissions,Waterborne emissions,DC4C6D3D-4A9F-45E8-8DB4-DE9745B2BA34,CAS number: 035074-77-2Formula: C40H62O6
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, thiodi-2,1-ethanediyl ester",041484-35-9,,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, thiodi-2,1-ethanediyl ester",kg,Waterborne emissions,Waterborne emissions,8F6E9F30-0F8B-48B8-89AB-39911E835D33,CAS number: 041484-35-9Formula: C38H58O6S
"Benzenepropanol, ,alpha,,,alpha,-dimethyl-",000103-05-9,,"Benzenepropanol, ,alpha,,,alpha,-dimethyl-",kg,Waterborne emissions,Waterborne emissions,8E7F8CB1-7319-4284-93A6-DA33F91104F9,
"Benzenes, alkylated, unspecified",,,"Benzenes, alkylated, unspecified",kg,Waterborne emissions,Waterborne emissions,9B69449D-F644-430C-BC78-25B910441556,
Benzenesulfonic acid,000098-11-3,,Benzenesulfonic acid,kg,Waterborne emissions,Waterborne emissions,09E0FBD7-F930-49BD-8563-5A146BA28A6E,
"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-amino-, disodium salt",007336-20-1,,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-amino-, disodium salt",kg,Waterborne emissions,Waterborne emissions,E30997C9-5BFA-4AFA-AE7F-CB3E1B405EC7,
"Benzenesulfonic acid, 3-amino-, monosodium salt",001126-34-7,,"Benzenesulfonic acid, 3-amino-, monosodium salt",kg,Waterborne emissions,Waterborne emissions,6AA45524-C74F-4F61-95B4-F8C72BEA3927,
"Benzenesulfonic acid, 4-amino-",000121-57-3,,"Benzenesulfonic acid, 4-amino-",kg,Waterborne emissions,Waterborne emissions,900A2B25-0EAD-4A22-80F9-20E5559B93AD,
"Benzenesulfonic acid, 4-hydroxy-, monosodium salt",000825-90-1,,"Benzenesulfonic acid, 4-hydroxy-, monosodium salt",kg,Waterborne emissions,Waterborne emissions,A27A3771-DF0B-499F-A3D9-792830D6DDDF,
"Benzenesulfonic acid, dodecyloxydi-, disodium salt",028519-02-0,,"Benzenesulfonic acid, dodecyloxydi-, disodium salt",kg,Waterborne emissions,Waterborne emissions,688EC2B7-BED0-4992-9951-0EB57A767824,
Benzenesulfonyl chloride,000098-09-9,,Benzenesulfonyl chloride,kg,Waterborne emissions,Waterborne emissions,9928C8F2-8A2B-4FB1-B454-2B1C33748653,
Benzenethiol,000108-98-5,,Benzenethiol,kg,Waterborne emissions,Waterborne emissions,2BE6BCB2-E62F-4A09-B41E-D8F694E572C5,Formula: C6H6S Synonyms: Mercaptobenzene; Phenylmercaptan; thiophenol
Benzethonium chloride,000121-54-0,,Benzethonium chloride,kg,Waterborne emissions,Waterborne emissions,A1B916F4-E767-4E10-AA70-38696D6BFD97,
Benzidine,000092-87-5,,Benzidine,kg,Waterborne emissions,Waterborne emissions,C5DC5796-70BB-4A63-89B2-4D26CB291510,"Formula: C12H12N2 Synonyms: 1,1'-Biphenyl-4,4'-Diamine; 4,4'-diamino-1,1'-biphenyl; 4,4'-Diaminobiphenyl; 4,4'-Bianiline; 4,4'-Biphenyldiamine; 4,4'-Diphenylenediamine; p-benzidine; p-Diaminodiphenyl"
Benzidine dihydrochloride,000531-85-1,,Benzidine dihydrochloride,kg,Waterborne emissions,Waterborne emissions,F1B1E377-AE01-4449-93E2-C65EE3B464A7,"Formula: C12H14Cl2N2Synonyms: [1,1'-Biphenyl]-4,4'-diamine dihydrochloride"
"Benzidine, 3,3'-diamino-, tetrahydrochloride",007411-49-6,,"Benzidine, 3,3'-diamino-, tetrahydrochloride",kg,Waterborne emissions,Waterborne emissions,C48AF712-8593-4B81-ABEF-D05108E5DDFF,"Formula: C12H18Cl4N4Synonyms: [1,1'-Biphenyl]-3,3',4,4'-tetramine, tetrahydrochloride; 3,3',4,4'-Biphenyltetramine tetrahydrochloride; 3,3',4,4'-Tetraaminobiphenyl tetrahydrochloride"
"Benzidine, 3,3'-dichloro-",000091-94-1,,"Benzidine, 3,3'-dichloro-",kg,Waterborne emissions,Waterborne emissions,42AB137C-E2CC-4CF3-BB2C-9D2BFB3DD026,"Formula: C12H10Cl2N2 Synonyms: o,o'-dichlorobenzidine; 3,3'-Dichloro-(1,1'-biphenyl)-4,4'-diamine; Dichlorobenzidine"
"Benzidine, 3,3'-dichloro-, dihydrochloride",000612-83-9,,"Benzidine, 3,3'-dichloro-, dihydrochloride",kg,Waterborne emissions,Waterborne emissions,806C9714-D907-4E63-AEAE-20884D78AAFF,"Formula: C12H12Cl4N2 Synonyms: 3,3'-dichloro(1,1'-biphenyl)-4,4'-diamine dihydrochloride; 3,3'-Dichlorobenzidine dihydrochloride"
"Benzidine, 3,3'-dimethoxy-",000119-90-4,,"Benzidine, 3,3'-dimethoxy-",kg,Waterborne emissions,Waterborne emissions,A34B26CC-E613-470F-B3CC-D7B6C29AD509,"Formula: C14H16N2O2 Synonyms: o,o'-dianisidine;  3,3'-Dimethoxy-1,1'-Biphenyl-4,4'-Diamine"
"Benzidine, 3,3'-dimethoxy-, dihydrochloride",020325-40-0,,"Benzidine, 3,3'-dimethoxy-, dihydrochloride",kg,Waterborne emissions,Waterborne emissions,CB5C96B0-D55E-4FE6-A22B-533555062F61,"Formula: C14H18Cl2N2O2 Synonyms: Dianisidine dihydrochloride; 3,3'-dimethoxy-[1,1'-biphenyl]-4,4'-diamine, dihydrochloride"
"Benzidine, 3,3'-dimethyl-",000119-93-7,,"Benzidine, 3,3'-dimethyl-",kg,Waterborne emissions,Waterborne emissions,3EC75AA9-75F9-4544-B5C1-0B37DF079042,"Formula: C14H16N2 Synonyms: ortho-Tolidine; 3,3'-Dimethyl-1,1'-Biphenyl-4,4'-Diamine"
"Benzidine, 3,3'-dimethyl-, dihydrochloride",000612-82-8,,"Benzidine, 3,3'-dimethyl-, dihydrochloride",kg,Waterborne emissions,Waterborne emissions,53574B80-40DD-4ABB-A91E-D6104E0699EE,"Formula: C14H18Cl2N2Synonyms: o-Tolidine dihydrochloride; 3,3'-dimethyl-[1,1'-biphenyl]-4,4'-diamine, dihydrochloride"
"Benzo(b)naphtho(1,2-d)thiophene",000205-43-6,,"Benzo(b)naphtho(1,2-d)thiophene",kg,Waterborne emissions,Waterborne emissions,591C3BB1-6685-4E7C-86C1-2E64E0CF641D,
Benzo(b)thiophene,000095-15-8,,Benzo(b)thiophene,kg,Waterborne emissions,Waterborne emissions,DD075FFA-BE59-4C10-9B56-EA329F21279A,
"Benzo(b)thiophene s,s-dioxide",000825-44-5,,"Benzo(b)thiophene s,s-dioxide",kg,Waterborne emissions,Waterborne emissions,C3A46CFA-042D-4091-A797-E54844C5B5B8,
Benzo(e)pyrene,073467-76-2,,Benzo(e)pyrene,kg,Waterborne emissions,Waterborne emissions,A22FFC6C-FAA0-46E8-8D4C-BE79AC9974EF,Formula: C20H12
Benzo(f)quinoline,000085-02-9,,Benzo(f)quinoline,kg,Waterborne emissions,Waterborne emissions,E5305E3E-A856-4027-BD43-A1A596C11E62,
Benzo(h)quinoline,000230-27-3,,Benzo(h)quinoline,kg,Waterborne emissions,Waterborne emissions,A9D31D01-2A4E-4FC1-9F92-32BD34104217,
"Benzo[b]thiophene, 5-methyl-",014315-14-1,,"Benzo[b]thiophene, 5-methyl-",kg,Waterborne emissions,Waterborne emissions,D0508A1F-D04B-49B9-BBF8-ADD3DD861C9D,
Benzofluoranthene,056832-73-6,,Benzofluoranthene,kg,Waterborne emissions,Waterborne emissions,EB0BC92F-DBE1-4275-92EF-E0A4AD78C883,
Benzofuran,000271-89-6,,Benzofuran,kg,Waterborne emissions,Waterborne emissions,DAB9A78A-8BA7-46EA-8237-91AA0D8F462B,"Formula: C8H6OSynonyms: 1-oxindene; benzo[b]furan; 2,3-Benzofuran; benzofurfuran; Coumarone; Cumaron"
Benzoguanamine,000091-76-9,,Benzoguanamine,kg,Waterborne emissions,Waterborne emissions,FB81BB7E-70F1-4680-88D6-03C6D8359CD0,
Benzoic acid,000065-85-0,,Benzoic acid,kg,Waterborne emissions,Waterborne emissions,A33C2B6E-A9BF-42BF-B715-E7A915D68FCE,Formula: C7H6O2 
"Benzoic acid, 2-(4-chlorobenzoyl)-",000085-56-3,,"Benzoic acid, 2-(4-chlorobenzoyl)-",kg,Waterborne emissions,Waterborne emissions,B75D50DE-5B8F-4011-ADD6-A96C2E202A97,
"Benzoic acid, 2-[(aminomethoxyphosphinothioyl)ox",024353-61-5,,"Benzoic acid, 2-[(aminomethoxyphosphinothioyl)ox",kg,Waterborne emissions,Waterborne emissions,5CBA2BBD-8DA6-4FF7-BAC7-EC5A0FEA158F,
"Benzoic acid, 2,6-difluoro-",000385-00-2,,"Benzoic acid, 2,6-difluoro-",kg,Waterborne emissions,Waterborne emissions,DACF2EB8-948E-4F0B-9536-78C5CD617E91,
"Benzoic acid, 4-(tert-butyl)-",000098-73-7,,"Benzoic acid, 4-(tert-butyl)-",kg,Waterborne emissions,Waterborne emissions,7118E95B-7881-4ADF-A281-F99A478F2DD5,
Benzoin,000119-53-9,,Benzoin,kg,Waterborne emissions,Waterborne emissions,7DAFF7DA-0E8E-4E03-8835-72020ED47394,
Benzonitrile,000100-47-0,,Benzonitrile,kg,Waterborne emissions,Waterborne emissions,6BF62EFB-A401-4067-ACFA-219E61C23960,
"Benzonitrile, 2-amino-5-chloro-",005922-60-1,,"Benzonitrile, 2-amino-5-chloro-",kg,Waterborne emissions,Waterborne emissions,62038423-F414-4B3F-90F1-6B924DE6ACD0,
"Benzonitrile, 4-chloro-",000623-03-0,,"Benzonitrile, 4-chloro-",kg,Waterborne emissions,Waterborne emissions,286E70F0-57B8-48E0-8E36-F9DB8A3FFD03,
"Benzonitrile, 4-fluoro-",001194-02-1,,"Benzonitrile, 4-fluoro-",kg,Waterborne emissions,Waterborne emissions,14FBB9A4-A018-4242-AF7F-C474A9C0186A,
Benzophenone,000119-61-9,,Benzophenone,kg,Waterborne emissions,Waterborne emissions,CCFBB05E-B272-49D6-B98F-BBEFB8F07637,
Benzothiazole,000095-16-9,,Benzothiazole,kg,Waterborne emissions,Waterborne emissions,E6D393CF-244B-4873-B546-D68954C5AD4A,
Benzotrichloride,000098-07-7,,Benzotrichloride,kg,Waterborne emissions,Waterborne emissions,36A0951E-5BA5-410C-A820-DA53A46D23F6,Formula: C7H5Cl3 
Benzotrifluoride,000098-08-8,,Benzotrifluoride,kg,Waterborne emissions,Waterborne emissions,4B585F8D-C17B-4863-A5D5-7E4FD7A28F83,
Benzovindiflupyr,,,Benzovindiflupyr,kg,Waterborne emissions,Waterborne emissions,B04BB318-1E5B-4BA1-B3EE-D2B1285E5E58,
"Benzoxazole, 2- 4- 2- 4-(2-benzoxazolyl)phenyl ethenyl phenyl -5-methyl-",,,"Benzoxazole, 2- 4- 2- 4-(2-benzoxazolyl)phenyl ethenyl phenyl -5-methyl-",kg,Waterborne emissions,Waterborne emissions,54D30880-0A82-4AC8-AF96-FAE921CD4AD0,
"Benzoxazole, 2,2'-(1,2-ethenediyldi-4,1-phenylene)bis-",,,"Benzoxazole, 2,2'-(1,2-ethenediyldi-4,1-phenylene)bis-",kg,Waterborne emissions,Waterborne emissions,49A1DA1A-576C-4F36-BB36-6CAABC9C191F,
"Benzoxazole, 2,2 -(1,4-naphthalenediyl)bis-",,,"Benzoxazole, 2,2 -(1,4-naphthalenediyl)bis-",kg,Waterborne emissions,Waterborne emissions,6104D4B3-AE25-4068-9B0D-24DDCEC327C6,
"Benzoxazole, 2,2 -(2,5-thiophenediyl)bis[5-(1,1-dimethylethyl)-",,,"Benzoxazole, 2,2 -(2,5-thiophenediyl)bis[5-(1,1-dimethylethyl)-",kg,Waterborne emissions,Waterborne emissions,4B402CD8-9B94-4D85-AE34-2652ABE36AF8,
Benzoximate,029104-30-1,,Benzoximate,kg,Waterborne emissions,Waterborne emissions,B283B98F-948B-4DEB-A185-715CEF0033B7,
Benzoyl chloride,000098-88-4,,Benzoyl chloride,kg,Waterborne emissions,Waterborne emissions,D285E984-A9E8-4265-9F66-2B783D028BBE,
Benzoyl hydrazine,000613-94-5,,Benzoyl hydrazine,kg,Waterborne emissions,Waterborne emissions,B58FFFEF-7483-42E1-B2FA-C716A8D06AC6,"Formula: C7H8N2OSynonyms: Benzhydrazide; Benzoic acid, hydrazide; Benzohydrazide"
Benzoyl isothiocyanate,000532-55-8,,Benzoyl isothiocyanate,kg,Waterborne emissions,Waterborne emissions,8199F62B-55BB-4956-AF1E-FD7638F6FC4E,
Benzoyl peroxide,000094-36-0,,Benzoyl peroxide,kg,Waterborne emissions,Waterborne emissions,DF87BB10-66BC-495E-AB74-DC0AA5F16328,"Formula: C14H10O4 Synonyms: 2,3,6-TBA; Acetoxyl; Acnegel; aztec bpo; Benoxyl; Benzac; Benzaknen; benzaknew; Benzoic acid, peroxide; Benzoperoxide; Benzoyl Superoxide; Dibenzoyl peroxide; diphenylglyoxal peroxide"
Benzoylprop ethyl,022212-55-1,,Benzoylprop ethyl,kg,Waterborne emissions,Waterborne emissions,4A2E5A62-8804-46EE-AE94-ACEBC1303263,
Benzthiazuron,001929-88-0,,Benzthiazuron,kg,Waterborne emissions,Waterborne emissions,9C4B1457-FA41-4DC9-AC6A-698ACE880DED,
Benzyl acetate,000140-11-4,,Benzyl acetate,kg,Waterborne emissions,Waterborne emissions,609F3658-7E67-4C92-9AF8-C2043F1D8FCE,Formula: C9H10O2Synonyms: alpha-acetoxytoluene; Acetic acid benzyl ester; Acetic acid phenylmethyl ester; (acetoxymethyl)benzene; phenylmethyl acetate
Benzyl benzoate,000120-51-4,,Benzyl benzoate,kg,Waterborne emissions,Waterborne emissions,79733E65-88E2-4D46-A358-A26C2051BE95,
Benzyl chloride,000100-44-7,,Benzyl chloride,kg,Waterborne emissions,Waterborne emissions,0266D470-42BC-4197-896E-A879FE32B189,Formula: C7H7Cl 
Benzyl methacrylate,002495-37-6,,Benzyl methacrylate,kg,Waterborne emissions,Waterborne emissions,48575B28-9226-42A3-961F-506B55AC5CE3,
Benzyl trimethyl ammonium chloride,000056-93-9,,Benzyl trimethyl ammonium chloride,kg,Waterborne emissions,Waterborne emissions,8EB01778-1D22-423F-822F-1F0880113718,
Benzylamine,000100-46-9,,Benzylamine,kg,Waterborne emissions,Waterborne emissions,F63E0687-E1A6-494A-A03F-A1FAA6F486D2,
Benzylisothiocyanate,000622-78-6,,Benzylisothiocyanate,kg,Waterborne emissions,Waterborne emissions,8212C708-D4EC-4D4E-94E5-51E5AD7A7AF4,
"Benzylmalonic acid, diethyl ester",000607-81-8,,"Benzylmalonic acid, diethyl ester",kg,Waterborne emissions,Waterborne emissions,CD8F69B3-7266-4032-B83A-E7F55A9DA117,
Benzylthiocyanate,003012-37-1,,Benzylthiocyanate,kg,Waterborne emissions,Waterborne emissions,8A651ECC-C085-4E0B-A495-5C3223E49F1A,
Beryllium compounds,,,Beryllium compounds,kg,Waterborne emissions,Waterborne emissions,E6849B26-F9CB-4AE3-A36F-2FF627607F72,
beta-bromo-beta-nitrostyrene,007166-19-0,,beta-bromo-beta-nitrostyrene,kg,Waterborne emissions,Waterborne emissions,CA1C74D0-EB26-44C6-8266-5B391E9E5E94,Formula: C8H6BrNO2Synonyms: Bromonitrostyrene; 10245-w; (2-bromo-2-nitroethenyl)benzene; GIV 2-0820; Giv-cide BNS; Giv-gard BNS; Slimitrole; Slime-trol
beta-Carotene,007235-40-7,,beta-Carotene,kg,Waterborne emissions,Waterborne emissions,0DDC69BC-1720-4ECC-A3E0-DA1ADB27AB11,
Beta-cyfluthrin,068359-37-5,,Beta-cyfluthrin,kg,Waterborne emissions,Waterborne emissions,0AB4AC50-D9C4-4BE8-A80C-21D61644FA7E,
Beta-cypermethrin isomer,065732-07-2,,Beta-cypermethrin isomer,kg,Waterborne emissions,Waterborne emissions,6484F8D5-A69A-4D2C-A781-2BFA52C71DC8,
beta-Naphthylamine,000091-59-8,,beta-Naphthylamine,kg,Waterborne emissions,Waterborne emissions,729D3CE2-CB9F-48B3-B574-89299CF96591,Formula: C10H9N Synonyms: 2-Aminonaphthalene; 2-Naphthalenamine; 2-naphthylamine; 6-naphthylamine; BNA
Beta-phenylpropionic acid,000501-52-0,,Beta-phenylpropionic acid,kg,Waterborne emissions,Waterborne emissions,73D90641-988C-4EA3-9D87-CA7B13284CF6,
Bezafibrate,041859-67-0,,Bezafibrate,kg,Waterborne emissions,Waterborne emissions,F79D5211-17A4-45E9-AD4E-EC8086F36DA7,
Bicuculline,000485-49-4,,Bicuculline,kg,Waterborne emissions,Waterborne emissions,B6E00744-4BE9-46CE-AF29-DF14CB5C2F89,
"Bicyclo(2,2,1)hepta-2,5-diene",000121-46-0,,"Bicyclo(2,2,1)hepta-2,5-diene",kg,Waterborne emissions,Waterborne emissions,15557BA9-6F8E-4434-BA45-A26E5A6EDB0E,
"Bicyclo(2,2,1,)heptane",000279-23-2,,"Bicyclo(2,2,1,)heptane",kg,Waterborne emissions,Waterborne emissions,05360C16-457A-4817-A14F-6E2CE19F2D48,
"Bicyclo[2,2,1]-2-heptene",000498-66-8,,"Bicyclo[2,2,1]-2-heptene",kg,Waterborne emissions,Waterborne emissions,F66D0E4E-5188-40D4-929A-34107D5E69C9,
"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-",,,"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-",kg,Waterborne emissions,Waterborne emissions,D6BAB787-5D1F-4191-B318-74228D378D8A,
Bifenox,042576-02-3,,Bifenox,kg,Waterborne emissions,Waterborne emissions,FC6CA439-0717-492C-8400-05A80DC6DAB7,Formula: C14H9Cl2NO5
Bifenthrin,082657-04-3,,Bifenthrin,kg,Waterborne emissions,Waterborne emissions,D20430BF-F982-4853-A989-71F7B463A676,Formula: C23H22ClF3O2
Bilanafos,035597-43-4,,Bilanafos,kg,Waterborne emissions,Waterborne emissions,33D95FD5-0B83-46CE-A56A-31420B9F0AB0,
Binapacryl,000485-31-4,,Binapacryl,kg,Waterborne emissions,Waterborne emissions,A67CE285-3C5C-45A4-8D23-26B5DF10C108,
Bioresmethrin,028434-01-7,,Bioresmethrin,kg,Waterborne emissions,Waterborne emissions,FDF9B4FE-55D0-4E28-A2AE-E331939819EB,
Biphenyl,000092-52-4,,Biphenyl,kg,Waterborne emissions,Waterborne emissions,DD376F9C-7479-4221-836B-CD8BDFA60AED,Formula: C12H10 
"Biphenyl, 4-amino-",000092-67-1,,"Biphenyl, 4-amino-",kg,Waterborne emissions,Waterborne emissions,C12A476E-AEC9-4850-9F10-B6D74DBA4F9E,"Formula: C12H11N Synonyms: [1,1'-Biphenyl]-4-amine; 4-Aminodiphenyl; 4-Biphenylamine; p-phenylaniline; p-xenylamine; Aminobiphenyl; Xenylamine"
"Biphenyl, hexachloro-",026601-64-9,,"Biphenyl, hexachloro-",kg,Waterborne emissions,Waterborne emissions,3703463B-243D-4D3F-A0DC-F69CC0C0E8AE,Formula: C12H4Cl6 
Bis (2-ethoxy ethyl) ether,000112-36-7,,Bis (2-ethoxy ethyl) ether,kg,Waterborne emissions,Waterborne emissions,6499E273-A8E9-4438-A14B-9C007EF2EA1D,
"Bis(1,2,2,6,6-pentamethylpiperidin-4-yl) butyl(3,5-di-tert-butyl-4-hydroxybenzyl)malonate",007445-38-7,,"Bis(1,2,2,6,6-pentamethylpiperidin-4-yl) butyl(3,5-di-tert-butyl-4-hydroxybenzyl)malonate",kg,Waterborne emissions,Waterborne emissions,A6ECA08B-BAF3-43CF-866E-AAA4B00D7A96,CAS number: 007445-38-7
Bis(2-chloro-1-methylethyl)ether,000108-60-1,,Bis(2-chloro-1-methylethyl)ether,kg,Waterborne emissions,Waterborne emissions,5BE0E95D-D10D-4FC1-A60C-ED0C00E00B72,"Synonyms: 2,2'-oxybis[1-chloropropane]; (2-chloro-1-methylethyl) ether; beta,beta'-dichlorodiisopropyl ether; bis(1-chloro-2-propyl) ether; Bis(1-methyl-2-chloroethyl)ether; Bis(2-chloro-1-methylethyl) ether; bis(beta-chloroisopropyl)ether; dichlorodiisopropyl ether; bis-chloroisopropyl ether; DCIP; nemamort; Pichloram"
Bis(2-chloroethyl)ether,000111-44-4,,Bis(2-chloroethyl)ether,kg,Waterborne emissions,Waterborne emissions,D3921D31-4907-407A-A3C7-0FDF0F6C1BF4,Formula: C4H8Cl2O 
Bis(2-ethylhexyl) sodium sulfosuccinate,000577-11-7,,Bis(2-ethylhexyl) sodium sulfosuccinate,kg,Waterborne emissions,Waterborne emissions,389B78B0-5B50-4A58-8B02-A59A7FAF27B3,
